"","...1","X","datecollected","latitude","longitude","project_shortcode","catalogNumber","length","timeofday","interaction_order","data_source","mean.chlorophyll","zone","date","temp","bottom_temp","salinity","east_velo","north_velo","region"
"109",109,109,2004-08-28,28.568239,-94.736477,"USMCOB","USMCOB-RC35087",0.86,00:00:00,1,"mark-recapture",NA,18,2004-08-28,29.2568437680602,28.5463728681207,34.2722861096263,-0.0799584947526455,-0.037232581526041,"TX_Shelf"
"110",110,110,2004-10-01,28.391,-80.594,"USMCOB","USMCOB-RC38651",0.8,00:00:00,1,"mark-recapture",NA,6,2004-10-01,NA,NA,NA,NA,NA,"EFL_Shelf"
"111",111,111,2004-10-26,30.05,-86.21,"USMCOB","USMCOB-RC38381",0.99,00:00:00,2,"mark-recapture",NA,9,2004-10-26,25.4334849044681,25.3997924700379,34.8261970560998,-0.076906643807888,0.0445570237934589,"FL_Panhandle"
"112",112,112,2004-10-27,30.225,-89.092,"USMCOB","USMCOB-SH145",0.45,00:00:00,1,"mark-recapture",NA,12,2004-10-27,26.1732535734773,28.5024262145162,18.1142612826079,-0.00122074037790298,0.0402844324707985,"NCentral_GOA_Shelf"
"113",113,113,2005-01-05,26.96,-82.384,"USMCOB","USMCOB-RC38726",0.79,00:00:00,1,"mark-recapture",NA,4,2005-01-05,18.543382063508,18.4276558756828,36.4665669389069,-0.0921658985316753,0.125736258924007,"WFL_Shelf"
"114",114,114,2005-03-05,26.13946,-81.839495,"USMCOB","USMCOB-RC41770",0.83,00:00:00,1,"mark-recapture",NA,4,2005-03-05,19.6508377343416,19.6054261922836,36.289559584111,-0.00854518264532089,-0.0775170139968395,"WFL_Shelf"
"115",115,115,2005-03-31,25.78,-80.16,"USMCOB","USMCOB-RC41779",0.64,00:00:00,1,"mark-recapture",NA,3,2005-03-31,25.1405072137713,25.0782494544983,36.1964781302959,0.0231940671801567,0.473036896437407,"EFL_Shelf"
"116",116,116,2005-03-31,27.165,-80.15,"USMCOB","USMCOB-RC41264",NA,00:00:00,2,"mark-recapture",NA,5,2005-03-31,22.8113345727324,22.7476119250059,36.2559892237186,-0.295419171452522,0.33936582505703,"EFL_Shelf"
"117",117,117,2005-04-04,28.395,-80.587,"USMCOB","USMCOB-RC37118",0.81,00:00:00,1,"mark-recapture",NA,6,2005-04-04,NA,NA,NA,NA,NA,"EFL_Shelf"
"118",118,118,2005-04-05,30.315,-87.203,"USMCOB","USMCOB-RC27569",1.02,00:00:00,1,"mark-recapture",NA,10,2005-04-05,19.754844814539,20.9421369060874,28.6370433401316,0.160527359694242,0.165410321205854,"FL_Panhandle"
"119",119,119,2005-04-05,30.315,-87.203,"USMCOB","USMCOB-RC42105",0.99,00:00:00,1,"mark-recapture",NA,10,2005-04-05,19.754844814539,20.9421369060874,28.6370433401316,0.160527359694242,0.165410321205854,"FL_Panhandle"
"120",120,120,2005-04-05,30.315,-87.203,"USMCOB","USMCOB-RC27879",0.93,00:00:00,1,"mark-recapture",NA,10,2005-04-05,19.754844814539,20.9421369060874,28.6370433401316,0.160527359694242,0.165410321205854,"FL_Panhandle"
"121",121,121,2005-04-05,30.333,-87.15,"USMCOB","USMCOB-RC27566",0.84,00:00:00,2,"mark-recapture",NA,10,2005-04-05,19.754844814539,20.9421369060874,28.6370433401316,0.160527359694242,0.165410321205854,"FL_Panhandle"
"122",122,122,2005-04-09,30.315,-87.203,"USMCOB","USMCOB-RC42110",0.94,00:00:00,1,"mark-recapture",NA,10,2005-04-09,20.5378276929259,20.7326578572392,29.2077394668013,0.109866634011269,-0.075685903429985,"FL_Panhandle"
"123",123,123,2005-04-09,30.315,-87.203,"USMCOB","USMCOB-RC40660",0.69,00:00:00,1,"mark-recapture",NA,10,2005-04-09,20.5378276929259,20.7326578572392,29.2077394668013,0.109866634011269,-0.075685903429985,"FL_Panhandle"
"124",124,124,2005-04-09,30.315,-87.203,"USMCOB","USMCOB-RC42108",1.07,00:00:00,1,"mark-recapture",NA,10,2005-04-09,20.5378276929259,20.7326578572392,29.2077394668013,0.109866634011269,-0.075685903429985,"FL_Panhandle"
"125",125,125,2005-04-12,30.315,-87.203,"USMCOB","USMCOB-RC27873",1.07,00:00:00,1,"mark-recapture",NA,10,2005-04-12,20.9912106692791,21.1538132876158,30.9533982072026,-0.108645893633366,-0.0885036773979664,"FL_Panhandle"
"126",126,126,2005-04-14,30.315,-87.203,"USMCOB","USMCOB-RC42374",0.69,00:00:00,1,"mark-recapture",24.3539943695068,10,2005-04-14,20.8095645010471,21.1889706104994,31.4004943706095,0.0775170139968395,-0.158696249127388,"FL_Panhandle"
"127",127,127,2005-04-16,30.315,-87.203,"USMCOB","USMCOB-RC42116",0.94,00:00:00,1,"mark-recapture",4.09955374399821,10,2005-04-16,20.2638935521245,21.2724692523479,32.0474867708981,0.0317392498254776,0.0720236822962761,"FL_Panhandle"
"128",128,128,2005-04-17,30.315,-87.203,"USMCOB","USMCOB-RC42119",1.07,00:00:00,1,"mark-recapture",7.43112254142761,10,2005-04-17,20.3071077615023,21.1948301643133,32.0062867831439,-0.0268562883138657,0.0274666585028172,"FL_Panhandle"
"129",129,129,2005-04-17,30.367,-86.331,"USMCOB","USMCOB-RC40595",NA,00:00:00,2,"mark-recapture",3.88279354572296,9,2005-04-17,20.0361033976078,20.1613513603806,34.4782860483974,-0.036011841148138,0.0317392498254776,"FL_Panhandle"
"130",130,130,2005-04-18,24.57,-81.79,"USMCOB","USMCOB-RC40665",1.22,00:00:00,2,"mark-recapture",NA,1,2005-04-18,24.0088808834553,23.9744560047984,36.3032929133624,-0.14709921553731,0.0799584947526455,"SFL_Shelf"
"131",131,131,2005-04-18,30.212,-85.88,"USMCOB","USMCOB-RC23101",0.89,00:00:00,1,"mark-recapture",NA,8,2005-04-18,20.0873744934797,20.038300730288,34.4172490295023,-0.00183111056685448,0.00488296151161194,"FL_Panhandle"
"132",132,132,2005-04-18,30.378,-86.862,"USMCOB","USMCOB-RC40851",0.91,00:00:00,1,"mark-recapture",NA,9,2005-04-18,20.5012054815888,20.4404126107693,34.4508193898946,-0.0964384898543358,0.00610370188951492,"FL_Panhandle"
"133",133,133,2005-04-18,30.38,-86.5,"USMCOB","USMCOB-RC40505",0.72,00:00:00,1,"mark-recapture",NA,9,2005-04-18,20.268288217485,20.200170904398,34.5103304833174,-0.0811792351305485,0.0537125766277313,"FL_Panhandle"
"134",134,134,2005-04-19,30.212,-85.88,"USMCOB","USMCOB-RC23101",0.99,00:00:00,2,"mark-recapture",NA,8,2005-04-19,20.2074953466654,20.1686758026481,34.452345315367,-0.0561540573835373,0.0720236822962761,"FL_Panhandle"
"135",135,135,2005-04-19,30.315,-87.203,"USMCOB","USMCOB-RC42122",0.99,00:00:00,1,"mark-recapture",NA,10,2005-04-19,20.2265388965607,21.0563982054591,31.4935758244246,-0.0689718313515186,-0.0305185094475746,"FL_Panhandle"
"136",136,136,2005-04-20,30.38,-86.5,"USMCOB","USMCOB-RC42129",0.91,00:00:00,1,"mark-recapture",NA,9,2005-04-20,20.7143467515707,20.5173192545772,34.5698415767401,-0.112308114767075,0.0653096102178097,"FL_Panhandle"
"137",137,137,2005-04-21,24.924,-80.625,"USMCOB","USMCOB-RC38651",0.89,00:00:00,2,"mark-recapture",NA,NA,2005-04-21,24.6717429086566,24.6754051297903,36.3795891869813,0.0256355479359627,0.105594042688608,"SFL_Shelf"
"138",138,138,2005-04-24,30.378,-86.862,"USMCOB","USMCOB-RC42140",0.97,00:00:00,1,"mark-recapture",NA,9,2005-04-24,20.6520889922976,20.6725974306464,34.5942563842982,0.18005920574069,-0.0811792351305485,"FL_Panhandle"
"139",139,139,2005-04-26,30.345,-86.23,"USMCOB","USMCOB-RC41536",1.12,00:00:00,1,"mark-recapture",NA,9,2005-04-26,20.4858241528273,20.4579912722111,34.7239600494504,0.0347911007702351,0.0701925717294216,"FL_Panhandle"
"140",140,140,2005-04-27,28.97,-90.22,"USMCOB","USMCOB-RC42108",1.35,00:00:00,2,"mark-recapture",NA,13,2005-04-27,22.4099551364779,23.2991424277425,23.1803338509053,-0.00488296151161194,-0.0579851679503918,"NCentral_GOA_Shelf"
"141",141,141,2005-04-27,30.315,-87.203,"USMCOB","USMCOB-RC43323",1.22,00:00:00,1,"mark-recapture",NA,10,2005-04-27,21.3779412209988,21.7339091151953,29.3847468215972,0.0695822015404701,-0.0909451581537724,"FL_Panhandle"
"142",142,142,2005-04-27,30.315,-87.203,"USMCOB","USMCOB-RC41657",0.89,00:00:00,1,"mark-recapture",NA,10,2005-04-27,21.3779412209988,21.7339091151953,29.3847468215972,0.0695822015404701,-0.0909451581537724,"FL_Panhandle"
"143",143,143,2005-04-27,30.315,-87.203,"USMCOB","USMCOB-RC42795",0.99,00:00:00,1,"mark-recapture",NA,10,2005-04-27,21.3779412209988,21.7339091151953,29.3847468215972,0.0695822015404701,-0.0909451581537724,"FL_Panhandle"
"144",144,144,2005-04-27,30.385,-86.745,"USMCOB","USMCOB-RC42092",0.97,00:00:00,1,"mark-recapture",NA,9,2005-04-27,20.7473067417741,20.7692800685763,34.4416638370603,-0.00488296151161194,-0.0701925717294216,"FL_Panhandle"
"145",145,145,2005-04-28,30.212,-85.88,"USMCOB","USMCOB-RC35487",1.02,00:00:00,1,"mark-recapture",NA,8,2005-04-28,20.775872066617,20.6828516498208,34.7529526334256,-0.00366222113370895,0.00183111056685448,"FL_Panhandle"
"146",146,146,2005-04-28,30.315,-87.203,"USMCOB","USMCOB-RC41576",1.14,00:00:00,1,"mark-recapture",NA,10,2005-04-28,21.3193456828594,22.2949613928795,29.3572801630944,0.112308114767075,-0.00427259132266045,"FL_Panhandle"
"147",147,147,2005-04-28,30.315,-87.203,"USMCOB","USMCOB-RC41665",0.81,00:00:00,1,"mark-recapture",NA,10,2005-04-28,21.3193456828594,22.2949613928795,29.3572801630944,0.112308114767075,-0.00427259132266045,"FL_Panhandle"
"148",148,148,2005-05-01,30.378,-86.862,"USMCOB","USMCOB-RC41536",NA,00:00:00,2,"mark-recapture",NA,9,2005-05-01,21.7339091151953,21.8335215300322,33.5764640942216,-0.135502181947231,-0.144047364592552,"FL_Panhandle"
"149",149,149,2005-05-07,29.039,-89.043,"USMCOB","USMCOB-RC40596",NA,00:00:00,2,"mark-recapture",NA,12,2005-05-07,22.387249365449,21.5610522776842,17.0400097500533,-0.248420666903257,-0.209356974810362,"NCentral_GOA_Shelf"
"150",150,150,2005-05-07,29.188,-93.309,"USMCOB","USMCOB-T998",1.07,00:00:00,2,"mark-recapture",NA,16,2005-05-07,22.2466200739145,22.1250343322754,33.4070863667876,-0.131839960813522,-0.0109866634011269,"NCentral_GOA_Shelf"
"151",151,151,2005-05-07,30.315,-87.203,"USMCOB","USMCOB-RC42097",0.97,00:00:00,1,"mark-recapture",NA,10,2005-05-07,21.4870754107833,21.6101260408759,34.3424786813557,0.00488296151161194,0.0366222113370895,"FL_Panhandle"
"152",152,152,2005-05-07,30.341,-86.45,"USMCOB","USMCOB-RC42281",1.27,00:00:00,1,"mark-recapture",NA,9,2005-05-07,21.6328318119049,21.1252479627728,34.7193822730333,0.0415051728487015,0.0268562883138657,"FL_Panhandle"
"153",153,153,2005-05-07,30.38,-86.5,"USMCOB","USMCOB-RC40507",0.79,00:00:00,1,"mark-recapture",NA,9,2005-05-07,21.8723410740495,21.6093935966492,34.7285378258675,0.0311288796365261,0.0262459181249142,"FL_Panhandle"
"154",154,154,2005-05-14,29.527333,-88.609167,"USMCOB","USMCOB-RC37824",0.84,00:00:00,1,"mark-recapture",NA,11,2005-05-14,24.6907864585519,20.2580339983106,22.0435193739831,0.0177007354795933,-0.0640888698399067,"NCentral_GOA_Shelf"
"155",155,155,2005-05-14,29.543033,-88.6177,"USMCOB","USMCOB-RC37830",0.79,00:00:00,1,"mark-recapture",NA,11,2005-05-14,24.7596362158656,21.2614825889468,21.9351786654443,0.0219733268022537,-0.0201422162353992,"NCentral_GOA_Shelf"
"156",156,156,2005-05-17,29.544,-88.677,"USMCOB","USMCOB-RC42281",1.47,00:00:00,2,"mark-recapture",1.02728573977947,11,2005-05-17,25.2796716168523,22.7791070267558,21.5277565643191,-0.0427259132266045,-0.0500503554940224,"NCentral_GOA_Shelf"
"157",157,157,2005-05-19,28.792,-95.298,"USMCOB","USMCOB-RC27873",1.27,00:00:00,2,"mark-recapture",NA,18,2005-05-19,25.9066438749433,25.5484786480665,26.8807031214237,-0.131229590624571,-0.0567644275724888,"TX_Shelf"
"158",158,158,2005-05-26,28.43048,-82.93452,"USMCOB","USMCOB-RC41993",0.83,00:00:00,1,"mark-recapture",NA,6,2005-05-26,27.6652424633503,27.6300851404667,34.1837824322283,-0.0219733268022537,-0.0817896053195,"WFL_Shelf"
"159",159,159,2005-05-28,28.795,-90.233,"USMCOB","USMCOB-RC29973",NA,00:00:00,2,"mark-recapture",NA,13,2005-05-28,26.8265938237309,22.9673451930285,21.26529738307,-0.0225836969912052,0.0622577592730522,"NCentral_GOA_Shelf"
"160",160,160,2005-05-29,29.219,-80.667,"USMCOB","USMCOB-RC37113",0.9,00:00:00,2,"mark-recapture",0.377205990254879,7,2005-05-29,26.6823023110628,26.0897549316287,36.3261817954481,-0.0286873988807201,0.0878933072090149,"EFL_Shelf"
"161",161,161,2005-05-29,30.315,-87.203,"USMCOB","USMCOB-RC41532",1.12,00:00:00,1,"mark-recapture",NA,10,2005-05-29,26.647877432406,26.8939786925912,32.7448347117752,0.129398480057716,0.00305185094475746,"FL_Panhandle"
"162",162,162,2005-05-31,30.166,-88.4,"USMCOB","USMCOB-RC39453",NA,00:00:00,2,"mark-recapture",NA,11,2005-05-31,27.7428815513849,26.4054383933544,12.8650776576251,0.166631061583757,0.00427259132266045,"NCentral_GOA_Shelf"
"163",163,163,2005-06-10,29.08,-94.27,"USMCOB","USMCOB-RC27569",NA,00:00:00,2,"mark-recapture",NA,17,2005-06-10,28.4540848955512,28.5449079796672,30.5703909136355,-0.108035523444414,-0.00122074037790298,"TX_Shelf"
"164",164,164,2005-06-12,29.08,-94.27,"USMCOB","USMCOB-RC42119",NA,00:00:00,2,"mark-recapture",1.061164021492,17,2005-06-12,28.8444776684046,28.8591265529394,31.0113833751529,-0.142216254025698,0.0152592547237873,"TX_Shelf"
"165",165,165,2005-06-19,28.703,-94.038,"USMCOB","USMCOB-RC42105",NA,00:00:00,2,"mark-recapture",0.441769503057003,17,2005-06-19,28.9287087544799,25.1178014427423,34.4325082842261,-0.0732444226741791,0.0323496200144291,"TX_Shelf"
"166",166,166,2005-07-07,28.46,-92.8,"USMCOB","USMCOB-RC42795",NA,00:00:00,2,"mark-recapture",0.33754700422287,16,2005-07-07,29.5498214587569,22.8223212361336,34.0830713510513,-0.00061037018895149,-0.0347911007702351,"NCentral_GOA_Shelf"
"167",167,167,2005-07-15,28.74,-89.93,"USMCOB","USMCOB-RC42122",1.12,00:00:00,2,"mark-recapture",NA,13,2005-07-15,28.6298715099692,26.0919522643089,26.8684957176447,-0.395519882440567,0.131229590624571,"NCentral_GOA_Shelf"
"168",168,168,2005-07-16,29.4286,-93.360353,"USMCOB","USMCOB-RC43669",0.66,00:00:00,1,"mark-recapture",NA,16,2005-07-16,29.9482711181045,30.9817499220371,28.0739768408239,-0.0213629566133022,-0.00122074037790298,"NCentral_GOA_Shelf"
"169",169,169,2005-07-16,29.85,-88.557,"USMCOB","USMCOB-RC40600",NA,00:00:00,2,"mark-recapture",NA,11,2005-07-16,28.2219000756741,26.8441724851727,21.491134352982,0.0543229468166828,0.0323496200144291,"NCentral_GOA_Shelf"
"170",170,170,2005-07-17,26.275,-81.877,"USMCOB","USMCOB-RC41770",0.86,00:00:00,2,"mark-recapture",NA,4,2005-07-17,29.9050569087267,29.9028595760465,36.1171300057322,-0.0732444226741791,0.103762932121754,"WFL_Shelf"
"171",171,171,2005-07-27,26.963,-79.993,"USMCOB","USMCOB-RC41043",1.21,00:00:00,2,"mark-recapture",NA,4,2005-07-27,30.2866603508592,22.2078005298972,35.8973967377096,-0.00671407207846642,1.04617450386286,"EFL_Shelf"
"172",172,172,2005-08-01,26.545,-80.04,"USMCOB","USMCOB-RC41576",1.02,00:00:00,2,"mark-recapture",NA,4,2005-08-01,30.1321146190166,17.2469557821751,35.8485671225935,0.108645893633366,1.27079073339701,"EFL_Shelf"
"173",173,173,2005-08-13,29.274,-89.345,"USMCOB","USMCOB-RC42092",1.07,00:00:00,2,"mark-recapture",NA,12,2005-08-13,NA,NA,NA,NA,NA,"NCentral_GOA_Shelf"
"174",174,174,2005-08-14,30.228,-89.019,"USMCOB","USMCOB-RC38621",0.95,00:00:00,2,"mark-recapture",10.5173247125414,12,2005-08-14,31.617511510849,34.3092440441251,13.6005737353116,0.0585955381393433,0.0115970335900784,"NCentral_GOA_Shelf"
"175",175,175,2005-08-21,28.65,-93.981,"USMCOB","USMCOB-RC35087",1.03,00:00:00,2,"mark-recapture",NA,17,2005-08-21,31.1172521039844,29.5256507992744,33.5062715224922,-0.203253272920847,0.0451673939824104,"TX_Shelf"
"176",176,176,2006-02-07,26.983,-83.433,"USMCOB","USMCOB-RC33247",0.86,00:00:00,2,"mark-recapture",0.428764333327611,4,2006-02-07,20.3935361802578,20.3627735227346,36.2102114595473,0.0494399853050709,0.0109866634011269,"WFL_Shelf"
"177",177,177,2006-02-08,24.563,-81.726,"USMCOB","USMCOB-RC41779",1,00:00:00,2,"mark-recapture",NA,1,2006-02-08,21.6738486886024,21.6203802600503,36.2910855095834,-0.0958281196653843,-0.208136234432459,"SFL_Shelf"
"178",178,178,2006-02-19,24.573,-82.17,"USMCOB","USMCOB-RC40505",1.12,00:00:00,2,"mark-recapture",2.97901201248169,2,2006-02-19,22.4619586765766,22.4546342343092,36.2773521803319,-0.0787377543747425,0.0512710958719254,"SFL_Shelf"
"179",179,179,2006-02-22,27.26,-82.55,"USMCOB","USMCOB-RC42816",0.76,00:00:00,1,"mark-recapture",NA,5,2006-02-22,18.946226388216,18.0453199893236,35.8699300792068,-0.0231940671801567,0.0964384898543358,"WFL_Shelf"
"180",180,180,2006-02-23,27.26,-82.55,"USMCOB","USMCOB-RC42817",0.84,00:00:00,1,"mark-recapture",NA,5,2006-02-23,19.3080538362265,18.5682851672173,35.9050263650715,0.0103762932121754,0.112308114767075,"WFL_Shelf"
"181",181,181,2006-03-04,27.26,-82.55,"USMCOB","USMCOB-RC43509",0.71,00:00:00,1,"mark-recapture",NA,5,2006-03-04,20.0881069377065,20.0815149396658,35.9401226509362,0.0579851679503918,-0.155644398182631,"WFL_Shelf"
"182",182,182,2006-03-04,27.26,-82.55,"USMCOB","USMCOB-RC43512",0.79,00:00:00,1,"mark-recapture",NA,5,2006-03-04,20.0881069377065,20.0815149396658,35.9401226509362,0.0579851679503918,-0.155644398182631,"WFL_Shelf"
"183",183,183,2006-03-05,28.287167,-80.4555,"USMCOB","USMCOB-RC37118",0.89,00:00:00,2,"mark-recapture",NA,6,2006-03-05,22.0115054771304,21.9953917041421,36.3063447643071,-0.0280770286917686,-0.18799401819706,"EFL_Shelf"
"184",184,184,2006-03-06,27.283,-80.13,"USMCOB","USMCOB-RC41657",1.07,00:00:00,2,"mark-recapture",NA,5,2006-03-06,23.005432292819,22.9746696352959,36.2804040312767,0.0219733268022537,-0.0646992400288582,"EFL_Shelf"
"185",185,185,2006-03-10,28.409854,-80.4398,"USMCOB","USMCOB-RC37139",0.66,00:00:00,1,"mark-recapture",NA,6,2006-03-10,21.1948301643133,21.2028870508075,36.3841669633985,0.083010345697403,0.61769463121891,"EFL_Shelf"
"186",186,186,2006-03-11,28.409854,-80.4398,"USMCOB","USMCOB-T1597",0.74,00:00:00,1,"mark-recapture",NA,6,2006-03-11,21.1823786124587,21.1538132876158,36.3994262181222,0.115359965711832,0.630512405186892,"EFL_Shelf"
"187",187,187,2006-03-12,28.41,-80.584,"USMCOB","USMCOB-RC35487",1.04,00:00:00,2,"mark-recapture",NA,6,2006-03-12,NA,NA,NA,NA,NA,"EFL_Shelf"
"188",188,188,2006-04-01,28.409,-80.419641,"USMCOB","USMCOB-RC25214",0.64,00:00:00,1,"mark-recapture",1.78150302171707,6,2006-04-01,22.0327463597059,21.7522202208638,36.4116336219013,0.0567644275724888,0.35157322883606,"EFL_Shelf"
"189",189,189,2006-04-01,28.41,-80.584,"USMCOB","USMCOB-RC42097",0.91,00:00:00,2,"mark-recapture",1.81420195102692,6,2006-04-01,NA,NA,NA,NA,NA,"EFL_Shelf"
"190",190,190,2006-04-07,30.315,-87.203,"USMCOB","USMCOB-RC44155",1.07,00:00:00,1,"mark-recapture",NA,10,2006-04-07,21.1186559647322,21.6181829273701,31.0388500336558,0.153202917426825,0.0140385143458843,"FL_Panhandle"
"191",191,191,2006-04-08,30.315,-87.203,"USMCOB","USMCOB-RC44156",1.02,00:00:00,1,"mark-recapture",NA,10,2006-04-08,21.7229224517941,21.7060762345791,29.3267616536468,0.20447401329875,-0.0848414562642574,"FL_Panhandle"
"192",192,192,2006-04-10,30.315,-87.203,"USMCOB","USMCOB-RC44005",0.89,00:00:00,1,"mark-recapture",0.662924021482468,10,2006-04-10,20.4462721645832,20.4074526205659,34.8429822362959,-0.194708090275526,-0.0708029419183731,"FL_Panhandle"
"193",193,193,2006-04-10,30.367,-86.331,"USMCOB","USMCOB-RC39871",1.19,00:00:00,2,"mark-recapture",NA,9,2006-04-10,20.594225898385,20.4931485950947,34.8780785221606,-0.201422162353992,0.0659199804067612,"FL_Panhandle"
"194",194,194,2006-04-12,30.212,-85.88,"USMCOB","USMCOB-RC44210",0.99,00:00:00,1,"mark-recapture",NA,8,2006-04-12,20.6696676537395,20.6711325421929,34.452345315367,-0.291756950318813,0.198370311409235,"FL_Panhandle"
"195",195,195,2006-04-12,30.315,-87.203,"USMCOB","USMCOB-RC42574",0.89,00:00:00,1,"mark-recapture",0.66534748673439,10,2006-04-12,20.597155675292,20.5488143563271,35.1069673430175,-0.222785118967295,-0.0683614611625671,"FL_Panhandle"
"196",196,196,2006-04-13,30.267,-87.585,"USMCOB","USMCOB-RC44210",1.09,00:00:00,2,"mark-recapture",NA,10,2006-04-13,20.7751396223903,21.22705771029,32.8974272590131,-0.183111056685448,-0.0628681294620037,"NCentral_GOA_Shelf"
"197",197,197,2006-04-14,30.378,-86.862,"USMCOB","USMCOB-RC43323",1.21,00:00:00,2,"mark-recapture",NA,9,2006-04-14,21.7822504341602,21.5464033931494,34.9742118269205,-0.0811792351305485,-0.0115970335900784,"FL_Panhandle"
"198",198,198,2006-04-15,30.28,-87.55,"USMCOB","USMCOB-RC43435",NA,00:00:00,1,"mark-recapture",NA,10,2006-04-15,21.7492904439569,21.7009491249919,32.8485976438969,0.170903652906418,-0.0512710958719254,"NCentral_GOA_Shelf"
"199",199,199,2006-04-15,30.315,-87.203,"USMCOB","USMCOB-RC41506",0.84,00:00:00,1,"mark-recapture",NA,10,2006-04-15,21.6716513559222,21.6533402502537,34.081545425579,0.0897244177758694,-0.0988799706101418,"FL_Panhandle"
"200",200,200,2006-04-15,30.333,-87.15,"USMCOB","USMCOB-RC42110",1.05,00:00:00,2,"mark-recapture",NA,10,2006-04-15,21.6716513559222,21.6533402502537,34.081545425579,0.0897244177758694,-0.0988799706101418,"FL_Panhandle"
"201",201,201,2006-04-16,30.38,-86.5,"USMCOB","USMCOB-RC39443",1.26,00:00:00,2,"mark-recapture",0.517778009176254,9,2006-04-16,21.9756157100201,21.9792779311538,34.8658711183816,0.0585955381393433,-0.0292977690696716,"FL_Panhandle"
"202",202,202,2006-04-17,27.291,-82.576,"USMCOB","USMCOB-RC43520",0.88,00:00:00,1,"mark-recapture",NA,5,2006-04-17,23.7210303023458,23.586993008852,36.4940335974097,0.0274666585028172,0.0140385143458843,"WFL_Shelf"
"203",203,203,2006-04-18,27.291,-82.576,"USMCOB","USMCOB-RC43472",0.81,00:00:00,1,"mark-recapture",NA,5,2006-04-18,24.0894497483969,23.8609271496534,36.4955595228821,0.0445570237934589,-0.0518814660608768,"WFL_Shelf"
"204",204,204,2006-04-18,27.291,-82.576,"USMCOB","USMCOB-RC43473",0.79,00:00:00,1,"mark-recapture",NA,5,2006-04-18,24.0894497483969,23.8609271496534,36.4955595228821,0.0445570237934589,-0.0518814660608768,"WFL_Shelf"
"205",205,205,2006-04-19,27.291,-82.576,"USMCOB","USMCOB-RC43477",1.04,00:00:00,1,"mark-recapture",NA,5,2006-04-19,24.5362407267094,24.1575670614839,36.4864039700478,0.0207525864243507,-0.0836207158863544,"WFL_Shelf"
"206",206,206,2006-04-19,30.315,-87.203,"USMCOB","USMCOB-RC44178",1.07,00:00:00,1,"mark-recapture",NA,10,2006-04-19,23.0559709444642,22.4890591129661,31.5790276508778,0.214850306510925,0.00183111056685448,"FL_Panhandle"
"207",207,207,2006-04-21,27.291,-82.576,"USMCOB","USMCOB-RC43477",NA,00:00:00,2,"mark-recapture",NA,5,2006-04-21,25.0738547891378,24.8292184174061,36.4604632370174,-0.0280770286917686,0.00854518264532089,"WFL_Shelf"
