"","project_shortcode","locality","latitude","longitude","length","observedweight","lengthtype","length2","length2type","datecollected","institutioncode","interaction_order","catalognumber...13","datelastmodified","timezone","yearcollected","monthcollected","daycollected","julianday","timeofday","sex","the_geom","catalognumber...23","cat_num","chlorophyll_mg_m3"
"100","CTCCOB",NA,29,-87,0.8382,3.1752,"TL",NA,NA,1989-07-10,"SEFSC",2,"CTCCOB-150362",2026-05-05,"UTC",1989,7,10,191,00:00:00,NA,"POINT(-87.0 29.0)","CTCCOB-150362","CTCCOB-150362-2",NA
"101","CTCCOB",NA,24.83,-80.5,0.6096,3.62873896,"TL",NA,NA,1990-01-10,"SEFSC",1,"CTCCOB-169485",2026-05-05,"UTC",1990,1,10,10,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-169485","CTCCOB-169485-1",NA
"102","CTCCOB",NA,30,-86.83,0.762,3.62873896,"TL",NA,NA,1990-09-10,"SEFSC",1,"CTCCOB-61356",2026-05-05,"UTC",1990,9,10,253,00:00:00,NA,"POINT(-86.83 30.0)","CTCCOB-61356","CTCCOB-61356-1",NA
"103","CTCCOB",NA,24.83,-80.5,0.762,3.62873896,"TL",NA,NA,1992-03-16,"SEFSC",1,"CTCCOB-194951",2026-05-05,"UTC",1992,3,16,76,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-194951","CTCCOB-194951-1",NA
"104","CTCCOB",NA,29.66,-85.33,0.762,3.62873896,"TL",NA,NA,1992-05-10,"SEFSC",1,"CTCCOB-196433",2026-05-05,"UTC",1992,5,10,131,00:00:00,NA,"POINT(-85.33 29.66)","CTCCOB-196433","CTCCOB-196433-1",NA
"105","CTCCOB",NA,24.75,-80.83,0.8128,3.62873896,"TL",NA,NA,1992-11-07,"SEFSC",1,"CTCCOB-62296",2026-05-05,"UTC",1992,11,7,312,00:00:00,NA,"POINT(-80.83 24.75)","CTCCOB-62296","CTCCOB-62296-1",NA
"106","CTCCOB",NA,24.83,-80.5,0.889,3.62873896,"TL",NA,NA,1992-02-01,"SEFSC",1,"CTCCOB-62902",2026-05-05,"UTC",1992,2,1,32,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-62902","CTCCOB-62902-1",NA
"107","CTCCOB",NA,24.83333,-80.5,0.7112,3.6288,"TL",NA,NA,1991-02-11,"SEFSC",2,"CTCCOB-184908",2026-05-05,"UTC",1991,2,11,42,00:00:00,NA,"POINT(-80.5 24.83333)","CTCCOB-184908","CTCCOB-184908-2",NA
"108","CTCCOB",NA,30,-86,0.508,4.08233133,"TL",NA,NA,1989-05-04,"SEFSC",1,"CTCCOB-167387",2026-05-05,"UTC",1989,5,4,124,00:00:00,NA,"POINT(-86.0 30.0)","CTCCOB-167387","CTCCOB-167387-1",NA
"109","CTCCOB",NA,24.83,-80.5,0.762,4.08233133,"TL",NA,NA,1991-02-03,"SEFSC",1,"CTCCOB-184908",2026-05-05,"UTC",1991,2,3,34,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-184908","CTCCOB-184908-1",NA
"110","CTCCOB",NA,24.83,-80.5,0.762,4.08233133,"TL",NA,NA,1992-05-03,"SEFSC",1,"CTCCOB-198755",2026-05-05,"UTC",1992,5,3,124,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-198755","CTCCOB-198755-1",NA
"111","CTCCOB",NA,29,-86,0.8128,4.0824,"TL",NA,NA,1986-09-07,"SEFSC",2,"CTCCOB-127912",2026-05-05,"UTC",1986,9,7,250,00:00:00,NA,"POINT(-86.0 29.0)","CTCCOB-127912","CTCCOB-127912-2",NA
"112","CTCCOB",NA,30,-86,0.508,4.5359237,"TL",NA,NA,1990-08-15,"SEFSC",1,"CTCCOB-170722",2026-05-05,"UTC",1990,8,15,227,00:00:00,NA,"POINT(-86.0 30.0)","CTCCOB-170722","CTCCOB-170722-1",NA
"113","CTCCOB",NA,37,-76,0.6096,4.5359237,"TL",NA,NA,1991-08-03,"SEFSC",1,"CTCCOB-185709",2026-05-05,"UTC",1991,8,3,215,00:00:00,NA,"POINT(-76.0 37.0)","CTCCOB-185709","CTCCOB-185709-1",NA
"114","CTCCOB",NA,29,-87,0.635,4.5359237,"TL",NA,NA,1986-08-21,"SEFSC",1,"CTCCOB-127912",2026-05-05,"UTC",1986,8,21,233,00:00:00,NA,"POINT(-87.0 29.0)","CTCCOB-127912","CTCCOB-127912-1",NA
"115","CTCCOB",NA,29.83,-86,0.6604,4.5359237,"TL",NA,NA,1990-10-06,"SEFSC",1,"CTCCOB-181945",2026-05-05,"UTC",1990,10,6,279,00:00:00,NA,"POINT(-86.0 29.83)","CTCCOB-181945","CTCCOB-181945-1",NA
"116","CTCCOB",NA,36.83,-75.83,0.762,4.5359237,"TL",NA,NA,1991-07-17,"SEFSC",1,"CTCCOB-143956",2026-05-05,"UTC",1991,7,17,198,00:00:00,NA,"POINT(-75.83 36.83)","CTCCOB-143956","CTCCOB-143956-1",NA
"117","CTCCOB",NA,36.83,-75.83,0.762,4.5359237,"TL",NA,NA,1991-07-17,"SEFSC",1,"CTCCOB-150373",2026-05-05,"UTC",1991,7,17,198,00:00:00,NA,"POINT(-75.83 36.83)","CTCCOB-150373","CTCCOB-150373-1",NA
"118","CTCCOB",NA,24.83,-80.5,0.762,4.5359237,"TL",NA,NA,1991-04-26,"SEFSC",1,"CTCCOB-185479",2026-05-05,"UTC",1991,4,26,116,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-185479","CTCCOB-185479-1",NA
"119","CTCCOB",NA,24.83,-80.5,0.762,4.5359237,"TL",NA,NA,1992-01-17,"SEFSC",1,"CTCCOB-186351",2026-05-05,"UTC",1992,1,17,17,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-186351","CTCCOB-186351-1",NA
"120","CTCCOB",NA,24.83,-80.5,0.7874,4.5359237,"TL",NA,NA,1991-02-03,"SEFSC",1,"CTCCOB-177104",2026-05-05,"UTC",1991,2,3,34,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-177104","CTCCOB-177104-1",NA
"121","CTCCOB",NA,24.83,-80.5,0.7874,4.5359237,"TL",NA,NA,1992-03-15,"SEFSC",1,"CTCCOB-194519",2026-05-05,"UTC",1992,3,15,75,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-194519","CTCCOB-194519-1",NA
"122","CTCCOB",NA,24.43,-82.94,0.8128,4.5359237,"TL",NA,NA,1992-03-15,"SEFSC",1,"CTCCOB-56217",2026-05-05,"UTC",1992,3,15,75,00:00:00,NA,"POINT(-82.94 24.43)","CTCCOB-56217","CTCCOB-56217-1",NA
"123","CTCCOB",NA,24.83,-80.5,0.8128,4.5359237,"TL",NA,NA,1990-01-29,"SEFSC",1,"CTCCOB-174091",2026-05-05,"UTC",1990,1,29,29,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-174091","CTCCOB-174091-1",NA
"124","CTCCOB",NA,30,-86.5,0.8128,4.5359237,"TL",NA,NA,1990-11-03,"SEFSC",1,"CTCCOB-181353",2026-05-05,"UTC",1990,11,3,307,00:00:00,NA,"POINT(-86.5 30.0)","CTCCOB-181353","CTCCOB-181353-1",NA
"125","CTCCOB",NA,30.26,-87.25,0.8128,4.5359237,"TL",NA,NA,1994-06-07,"SEFSC",1,"CTCCOB-230659",2026-05-05,"UTC",1994,6,7,158,00:00:00,NA,"POINT(-87.25 30.26)","CTCCOB-230659","CTCCOB-230659-1",NA
"126","CTCCOB",NA,30.05,-88.25,0.6096,4.536,"TL",NA,NA,1990-10-07,"SEFSC",2,"CTCCOB-177425",2026-05-05,"UTC",1990,10,7,280,00:00:00,NA,"POINT(-88.25 30.05)","CTCCOB-177425","CTCCOB-177425-2",NA
"127","CTCCOB",NA,24.83333,-80.5,0.635,4.536,"TL",NA,NA,1992-02-29,"SEFSC",2,"CTCCOB-195538",2026-05-05,"UTC",1992,2,29,60,00:00:00,NA,"POINT(-80.5 24.83333)","CTCCOB-195538","CTCCOB-195538-2",NA
"128","CTCCOB",NA,30.08333,-88.28333,0.7874,4.536,"TL",NA,NA,1987-06-15,"SEFSC",2,"CTCCOB-52099",2026-05-05,"UTC",1987,6,15,166,00:00:00,NA,"POINT(-88.28333 30.08333)","CTCCOB-52099","CTCCOB-52099-2",NA
"129","CTCCOB",NA,24.83,-80.5,0.635,4.98951607,"TL",NA,NA,1992-02-21,"SEFSC",1,"CTCCOB-194361",2026-05-05,"UTC",1992,2,21,52,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-194361","CTCCOB-194361-1",NA
"130","CTCCOB",NA,24.83,-80.5,0.7874,4.98951607,"TL",NA,NA,1992-02-21,"SEFSC",1,"CTCCOB-194364",2026-05-05,"UTC",1992,2,21,52,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-194364","CTCCOB-194364-1",NA
"131","CTCCOB",NA,24.83,-80.5,0.7874,4.98951607,"TL",NA,NA,1992-05-03,"SEFSC",1,"CTCCOB-198754",2026-05-05,"UTC",1992,5,3,124,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-198754","CTCCOB-198754-1",NA
"132","CTCCOB",NA,24.83,-80.5,0.8128,4.98951607,"TL",NA,NA,1991-02-12,"SEFSC",1,"CTCCOB-177144",2026-05-05,"UTC",1991,2,12,43,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-177144","CTCCOB-177144-1",NA
"133","CTCCOB",NA,24.83333,-80.5,0.8382,4.9896,"TL",NA,NA,1991-04-28,"SEFSC",2,"CTCCOB-185479",2026-05-05,"UTC",1991,4,28,118,00:00:00,NA,"POINT(-80.5 24.83333)","CTCCOB-185479","CTCCOB-185479-2",NA
"134","CTCCOB",NA,36.83,-75.83,0.6096,5.44310844,"TL",NA,NA,1991-07-28,"SEFSC",1,"CTCCOB-186853",2026-05-05,"UTC",1991,7,28,209,00:00:00,NA,"POINT(-75.83 36.83)","CTCCOB-186853","CTCCOB-186853-1",NA
"135","CTCCOB",NA,37.086,-75.99883333,0.762,5.44310844,"TL",NA,NA,2021-08-28,"SEFSC",1,"CTCCOB-445902",2026-05-05,"UTC",2021,8,28,240,00:00:00,NA,"POINT(-75.99883333 37.086)","CTCCOB-445902","CTCCOB-445902-1",NA
"136","CTCCOB",NA,36.83,-75.83,0.8128,5.44310844,"TL",NA,NA,1991-07-17,"SEFSC",1,"CTCCOB-143954",2026-05-05,"UTC",1991,7,17,198,00:00:00,NA,"POINT(-75.83 36.83)","CTCCOB-143954","CTCCOB-143954-1",NA
"137","CTCCOB",NA,24.83,-80.5,0.8128,5.44310844,"TL",NA,NA,1992-02-29,"SEFSC",1,"CTCCOB-195539",2026-05-05,"UTC",1992,2,29,60,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-195539","CTCCOB-195539-1",NA
"138","CTCCOB",NA,24.83,-80.5,0.8128,5.44310844,"TL",NA,NA,1992-03-02,"SEFSC",1,"CTCCOB-195545",2026-05-05,"UTC",1992,3,2,62,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-195545","CTCCOB-195545-1",NA
"139","CTCCOB",NA,28.5,-80,0.8382,5.44310844,"TL",NA,NA,1990-03-19,"SEFSC",1,"CTCCOB-175870",2026-05-05,"UTC",1990,3,19,78,00:00:00,NA,"POINT(-80.0 28.5)","CTCCOB-175870","CTCCOB-175870-1",NA
"140","CTCCOB",NA,28.91,-90.08,0.9144,5.44310844,"TL",NA,NA,1999-08-28,"SEFSC",1,"CTCCOB-356811",2026-05-05,"UTC",1999,8,28,240,00:00:00,NA,"POINT(-90.08 28.91)","CTCCOB-356811","CTCCOB-356811-1",NA
"141","CTCCOB",NA,25.16667,-80.5,0.7112,5.4432,"TL",NA,NA,1992-07-12,"SEFSC",2,"CTCCOB-228842",2026-05-05,"UTC",1992,7,12,194,00:00:00,NA,"POINT(-80.5 25.16667)","CTCCOB-228842","CTCCOB-228842-2",NA
"142","CTCCOB",NA,24.83333,-80.66667,0.9652,5.53392,"TL",NA,NA,1992-03-01,"SEFSC",2,"CTCCOB-195539",2026-05-05,"UTC",1992,3,1,61,00:00:00,NA,"POINT(-80.66667 24.83333)","CTCCOB-195539","CTCCOB-195539-2",NA
"143","CTCCOB",NA,30,-87,0.7874,5.89670081,"TL",NA,NA,1989-04-08,"SEFSC",1,"CTCCOB-169507",2026-05-05,"UTC",1989,4,8,98,00:00:00,NA,"POINT(-87.0 30.0)","CTCCOB-169507","CTCCOB-169507-1",NA
"144","CTCCOB",NA,37.16566667,-76.29033333,0.8382,5.89670081,"TL",NA,NA,2023-06-18,"SEFSC",1,"CTCCOB-447194",2026-05-05,"UTC",2023,6,18,169,00:00:00,NA,"POINT(-76.29033333 37.16566667)","CTCCOB-447194","CTCCOB-447194-1",NA
"145","CTCCOB",NA,30.1,-85.7,0.9398,5.8968,"TL",NA,NA,1993-09-14,"SEFSC",2,"CTCCOB-54819",2026-05-05,"UTC",1993,9,14,257,00:00:00,NA,"POINT(-85.7 30.1)","CTCCOB-54819","CTCCOB-54819-2",NA
"146","CTCCOB",NA,24.83333,-80.66667,0.762,6.3504,"TL",NA,NA,1992-02-29,"SEFSC",2,"CTCCOB-194364",2026-05-05,"UTC",1992,2,29,60,00:00:00,NA,"POINT(-80.66667 24.83333)","CTCCOB-194364","CTCCOB-194364-2",NA
"147","CTCCOB",NA,37.4,-76.2,0.9652,6.3504,"TL",NA,NA,1990-07-17,"SEFSC",2,"CTCCOB-175661",2026-05-05,"UTC",1990,7,17,198,00:00:00,NA,"POINT(-76.2 37.4)","CTCCOB-175661","CTCCOB-175661-2",NA
"148","CTCCOB",NA,24.33,-81.66,0.7874,6.80388555,"TL",NA,NA,1990-02-17,"SEFSC",1,"CTCCOB-179542",2026-05-05,"UTC",1990,2,17,48,00:00:00,NA,"POINT(-81.66 24.33)","CTCCOB-179542","CTCCOB-179542-1",NA
"149","CTCCOB",NA,29,-85,0.8128,6.80388555,"TL",NA,NA,1990-04-25,"SEFSC",1,"CTCCOB-60849",2026-05-05,"UTC",1990,4,25,115,00:00:00,NA,"POINT(-85.0 29.0)","CTCCOB-60849","CTCCOB-60849-1",NA
"150","CTCCOB",NA,37.14,-76.13,0.8382,6.80388555,"TL",NA,NA,1997-08-17,"SEFSC",1,"CTCCOB-315017",2026-05-05,"UTC",1997,8,17,229,00:00:00,NA,"POINT(-76.13 37.14)","CTCCOB-315017","CTCCOB-315017-1",NA
"151","CTCCOB",NA,37.08691667,-75.9995,0.8382,6.80388555,"TL",NA,NA,2023-08-26,"SEFSC",1,"CTCCOB-447304",2026-05-05,"UTC",2023,8,26,238,00:00:00,NA,"POINT(-75.9995 37.08691667)","CTCCOB-447304","CTCCOB-447304-1",NA
"152","CTCCOB",NA,28.5,-80,0.8636,6.80388555,"TL",NA,NA,1990-03-12,"SEFSC",1,"CTCCOB-175661",2026-05-05,"UTC",1990,3,12,71,00:00:00,NA,"POINT(-80.0 28.5)","CTCCOB-175661","CTCCOB-175661-1",NA
"153","CTCCOB",NA,37,-75.83,0.8636,6.80388555,"TL",NA,NA,1992-08-26,"SEFSC",1,"CTCCOB-190594",2026-05-05,"UTC",1992,8,26,239,00:00:00,NA,"POINT(-75.83 37.0)","CTCCOB-190594","CTCCOB-190594-1",NA
"154","CTCCOB",NA,28.5,-80.33,0.9398,6.80388555,"TL",NA,NA,1991-04-07,"SEFSC",1,"CTCCOB-150294",2026-05-05,"UTC",1991,4,7,97,00:00:00,NA,"POINT(-80.33 28.5)","CTCCOB-150294","CTCCOB-150294-1",NA
"155","CTCCOB",NA,30,-84.38333,0.8382,6.804,"TL",NA,NA,1990-05-06,"SEFSC",2,"CTCCOB-169485",2026-05-05,"UTC",1990,5,6,126,00:00:00,NA,"POINT(-84.38333 30.0)","CTCCOB-169485","CTCCOB-169485-2",NA
"156","CTCCOB",NA,30.06667,-86.05,0.8636,6.804,"TL",NA,NA,1991-01-03,"SEFSC",2,"CTCCOB-61356",2026-05-05,"UTC",1991,1,3,3,00:00:00,NA,"POINT(-86.05 30.06667)","CTCCOB-61356","CTCCOB-61356-2",NA
"157","CTCCOB",NA,24.75,-80.83333,0.889,6.804,"TL",NA,NA,1991-07-15,"SEFSC",2,"CTCCOB-61354",2026-05-05,"UTC",1991,7,15,196,00:00:00,NA,"POINT(-80.83333 24.75)","CTCCOB-61354","CTCCOB-61354-2",NA
"158","CTCCOB",NA,28.5,-80,0.8382,7.25747792,"TL",NA,NA,1990-03-11,"SEFSC",1,"CTCCOB-175677",2026-05-05,"UTC",1990,3,11,70,00:00:00,NA,"POINT(-80.0 28.5)","CTCCOB-175677","CTCCOB-175677-1",NA
"159","CTCCOB",NA,24.83,-80.5,0.8382,7.25747792,"TL",NA,NA,1992-02-20,"SEFSC",1,"CTCCOB-194366",2026-05-05,"UTC",1992,2,20,51,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-194366","CTCCOB-194366-1",NA
"160","CTCCOB",NA,37.08333333,-76.16666667,0.9906,7.25747792,"TL",NA,NA,2019-09-21,"SEFSC",1,"CTCCOB-443939",2026-05-05,"UTC",2019,9,21,264,00:00:00,NA,"POINT(-76.16666667 37.08333333)","CTCCOB-443939","CTCCOB-443939-1",NA
"161","CTCCOB",NA,24.66667,-82.91667,0.8636,7.7112,"TL",NA,NA,1993-11-06,"SEFSC",2,"CTCCOB-230107",2026-05-05,"UTC",1993,11,6,310,00:00:00,NA,"POINT(-82.91667 24.66667)","CTCCOB-230107","CTCCOB-230107-2",NA
"162","CTCCOB",NA,24.58333,-80.91667,1.016,7.98336,"TL",NA,NA,1991-12-09,"SEFSC",2,"CTCCOB-62885",2026-05-05,"UTC",1991,12,9,343,00:00:00,NA,"POINT(-80.91667 24.58333)","CTCCOB-62885","CTCCOB-62885-2",NA
"163","CTCCOB",NA,36.83,-75.83,0.7874,8.16466266,"TL",NA,NA,1991-08-28,"SEFSC",1,"CTCCOB-190561",2026-05-05,"UTC",1991,8,28,240,00:00:00,NA,"POINT(-75.83 36.83)","CTCCOB-190561","CTCCOB-190561-1",NA
"164","CTCCOB",NA,27.49167,-82.73333,0.965,8.1648,"TL",NA,NA,1994-04-26,"SEFSC",2,"CTCCOB-23652",2026-05-05,"UTC",1994,4,26,116,00:00:00,NA,"POINT(-82.73333 27.49167)","CTCCOB-23652","CTCCOB-23652-2",NA
"165","CTCCOB",NA,30.34667,-86.49267,0.8636,8.6184,"TL",NA,NA,1991-10-31,"SEFSC",2,"CTCCOB-181353",2026-05-05,"UTC",1991,10,31,304,00:00:00,NA,"POINT(-86.49267 30.34667)","CTCCOB-181353","CTCCOB-181353-2",NA
"166","CTCCOB",NA,24.5,-81,0.9652,8.6184,"TL",NA,NA,1990-08-09,"SEFSC",2,"CTCCOB-157377",2026-05-05,"UTC",1990,8,9,221,00:00:00,NA,"POINT(-81.0 24.5)","CTCCOB-157377","CTCCOB-157377-2",NA
"167","CTCCOB",NA,29.08333,-93.36667,0.9906,8.6184,"TL",NA,NA,1989-10-01,"SEFSC",2,"CTCCOB-59275",2026-05-05,"UTC",1989,10,1,274,00:00:00,NA,"POINT(-93.36667 29.08333)","CTCCOB-59275","CTCCOB-59275-2",NA
"168","CTCCOB",NA,24.75,-82,1.016,8.6184,"TL",NA,NA,1990-12-07,"SEFSC",2,"CTCCOB-179542",2026-05-05,"UTC",1990,12,7,341,00:00:00,NA,"POINT(-82.0 24.75)","CTCCOB-179542","CTCCOB-179542-2",NA
"169","CTCCOB",NA,28.5,-80,0.9144,9.0718474,"TL",NA,NA,1990-03-24,"SEFSC",1,"CTCCOB-175892",2026-05-05,"UTC",1990,3,24,83,00:00:00,NA,"POINT(-80.0 28.5)","CTCCOB-175892","CTCCOB-175892-1",NA
"170","CTCCOB",NA,24.83,-80.5,1.016,9.0718474,"TL",NA,NA,1989-11-22,"SEFSC",1,"CTCCOB-170602",2026-05-05,"UTC",1989,11,22,326,00:00:00,NA,"POINT(-80.5 24.83)","CTCCOB-170602","CTCCOB-170602-1",NA
"171","CTCCOB",NA,28.76667,-91.78333,0.9652,9.072,"TL",NA,NA,1990-05-23,"SEFSC",2,"CTCCOB-175867",2026-05-05,"UTC",1990,5,23,143,00:00:00,NA,"POINT(-91.78333 28.76667)","CTCCOB-175867","CTCCOB-175867-2",NA
"172","CTCCOB",NA,37,-76.08,1.0668,9.52543977,"TL",NA,NA,1990-09-07,"SEFSC",1,"CTCCOB-178678",2026-05-05,"UTC",1990,9,7,250,00:00:00,NA,"POINT(-76.08 37.0)","CTCCOB-178678","CTCCOB-178678-1",NA
"173","CTCCOB",NA,29.5,-89.5,1.0922,9.7524,"TL",NA,NA,1993-09-18,"SEFSC",2,"CTCCOB-176016",2026-05-05,"UTC",1993,9,18,261,00:00:00,NA,"POINT(-89.5 29.5)","CTCCOB-176016","CTCCOB-176016-2",NA
"174","CTCCOB",NA,28.5,-80,0.9144,9.97903214,"TL",NA,NA,1990-03-22,"SEFSC",1,"CTCCOB-175867",2026-05-05,"UTC",1990,3,22,81,00:00:00,NA,"POINT(-80.0 28.5)","CTCCOB-175867","CTCCOB-175867-1",NA
"175","CTCCOB",NA,28.5,-80,0.9652,9.97903214,"TL",NA,NA,1990-03-11,"SEFSC",1,"CTCCOB-175654",2026-05-05,"UTC",1990,3,11,70,00:00:00,NA,"POINT(-80.0 28.5)","CTCCOB-175654","CTCCOB-175654-1",NA
"176","CTCCOB",NA,36,-75,1.0668,9.97903214,"TL",NA,NA,1990-09-07,"SEFSC",1,"CTCCOB-178670",2026-05-05,"UTC",1990,9,7,250,00:00:00,NA,"POINT(-75.0 36.0)","CTCCOB-178670","CTCCOB-178670-1",NA
"177","CTCCOB",NA,24.83333,-80.5,0.9906,9.9792,"TL",NA,NA,1992-12-29,"SEFSC",2,"CTCCOB-198755",2026-05-05,"UTC",1992,12,29,364,00:00:00,NA,"POINT(-80.5 24.83333)","CTCCOB-198755","CTCCOB-198755-2",NA
"178","CTCCOB",NA,36,-75,0.9906,10.88621688,"TL",NA,NA,1990-09-05,"SEFSC",1,"CTCCOB-178675",2026-05-05,"UTC",1990,9,5,248,00:00:00,NA,"POINT(-75.0 36.0)","CTCCOB-178675","CTCCOB-178675-1",NA
"179","CTCCOB",NA,25.41667,-80.16667,1.016,10.8864,"TL",NA,NA,1993-03-22,"SEFSC",2,"CTCCOB-56178",2026-05-05,"UTC",1993,3,22,81,00:00:00,NA,"POINT(-80.16667 25.41667)","CTCCOB-56178","CTCCOB-56178-2",NA
"180","CTCCOB",NA,28.5,-80,0.9398,11.33980925,"TL",NA,NA,1990-03-10,"SEFSC",1,"CTCCOB-175756",2026-05-05,"UTC",1990,3,10,69,00:00:00,NA,"POINT(-80.0 28.5)","CTCCOB-175756","CTCCOB-175756-1",NA
"181","CTCCOB",NA,29.83333,-85.83333,0.9398,11.7936,"TL",NA,NA,1991-10-17,"SEFSC",2,"CTCCOB-61231",2026-05-05,"UTC",1991,10,17,290,00:00:00,NA,"POINT(-85.83333 29.83333)","CTCCOB-61231","CTCCOB-61231-2",NA
"182","CTCCOB",NA,30,-86,0.9652,11.7936,"TL",NA,NA,1990-07-15,"SEFSC",2,"CTCCOB-60849",2026-05-05,"UTC",1990,7,15,196,00:00:00,NA,"POINT(-86.0 30.0)","CTCCOB-60849","CTCCOB-60849-2",NA
"183","CTCCOB",NA,30,-86.5,0.9906,12.2472,"TL",NA,NA,1989-03-30,"SEFSC",2,"CTCCOB-57914",2026-05-05,"UTC",1989,3,30,89,00:00:00,NA,"POINT(-86.5 30.0)","CTCCOB-57914","CTCCOB-57914-2",NA
"184","CTCCOB",NA,28.5,-80,1.143,12.70058636,"TL",NA,NA,1990-07-22,"SEFSC",1,"CTCCOB-175768",2026-05-05,"UTC",1990,7,22,203,00:00:00,NA,"POINT(-80.0 28.5)","CTCCOB-175768","CTCCOB-175768-1",NA
"185","CTCCOB",NA,36.83,-75.83,1.0668,13.15417873,"TL",NA,NA,1991-06-22,"SEFSC",1,"CTCCOB-181984",2026-05-05,"UTC",1991,6,22,173,00:00:00,NA,"POINT(-75.83 36.83)","CTCCOB-181984","CTCCOB-181984-1",NA
"186","CTCCOB",NA,28.5,-80,0.9652,13.6077711,"TL",NA,NA,1990-03-11,"SEFSC",1,"CTCCOB-175759",2026-05-05,"UTC",1990,3,11,70,00:00:00,NA,"POINT(-80.0 28.5)","CTCCOB-175759","CTCCOB-175759-1",NA
"187","CTCCOB",NA,28.5,-80.33,0.9906,13.6077711,"TL",NA,NA,1991-12-22,"SEFSC",1,"CTCCOB-185652",2026-05-05,"UTC",1991,12,22,356,00:00:00,NA,"POINT(-80.33 28.5)","CTCCOB-185652","CTCCOB-185652-1",NA
"188","CTCCOB",NA,28.5,-80,1.0668,13.6077711,"TL",NA,NA,1990-03-13,"SEFSC",1,"CTCCOB-175755",2026-05-05,"UTC",1990,3,13,72,00:00:00,NA,"POINT(-80.0 28.5)","CTCCOB-175755","CTCCOB-175755-1",NA
"189","CTCCOB",NA,36,-75,1.143,13.6077711,"TL",NA,NA,1990-09-14,"SEFSC",1,"CTCCOB-178671",2026-05-05,"UTC",1990,9,14,257,00:00:00,NA,"POINT(-75.0 36.0)","CTCCOB-178671","CTCCOB-178671-1",NA
"190","CTCCOB",NA,28.35,-90.15,0.8636,13.608,"TL",NA,NA,1990-05-05,"SEFSC",2,"CTCCOB-169507",2026-05-05,"UTC",1990,5,5,125,00:00:00,NA,"POINT(-90.15 28.35)","CTCCOB-169507","CTCCOB-169507-2",NA
"191","CTCCOB",NA,29,-80.33333,1.0414,13.608,"TL",NA,NA,1992-01-06,"SEFSC",2,"CTCCOB-190561",2026-05-05,"UTC",1992,1,6,6,00:00:00,NA,"POINT(-80.33333 29.0)","CTCCOB-190561","CTCCOB-190561-2",NA
"192","CTCCOB",NA,37.2,-76,1.0922,13.608,"TL",NA,NA,1998-06-09,"SEFSC",2,"CTCCOB-253787",2026-05-05,"UTC",1998,6,9,160,00:00:00,NA,"POINT(-76.0 37.2)","CTCCOB-253787","CTCCOB-253787-2",NA
"193","CTCCOB",NA,36.83,-75.83,1.2446,15.87573295,"TL",NA,NA,1991-08-06,"SEFSC",1,"CTCCOB-190591",2026-05-05,"UTC",1991,8,6,218,00:00:00,NA,"POINT(-75.83 36.83)","CTCCOB-190591","CTCCOB-190591-1",NA
"194","CTCCOB",NA,28.86667,-92.78333,1.27,15.876,"TL",NA,NA,1991-06-13,"SEFSC",2,"CTCCOB-175677",2026-05-05,"UTC",1991,6,13,164,00:00:00,NA,"POINT(-92.78333 28.86667)","CTCCOB-175677","CTCCOB-175677-2",NA
"195","CTCCOB",NA,28.16667,-80.16667,1.1938,16.7832,"TL",NA,NA,1992-01-18,"SEFSC",2,"CTCCOB-150294",2026-05-05,"UTC",1992,1,18,18,00:00:00,NA,"POINT(-80.16667 28.16667)","CTCCOB-150294","CTCCOB-150294-2",NA
"196","CTCCOB",NA,28.41,-80.58,1.3716,17.23651006,"TL",NA,NA,1991-07-23,"SEFSC",1,"CTCCOB-150296",2026-05-05,"UTC",1991,7,23,204,00:00:00,NA,"POINT(-80.58 28.41)","CTCCOB-150296","CTCCOB-150296-1",NA
"197","CTCCOB",NA,30.16667,-87.33333,1.143,17.64504,"TL",NA,NA,1992-04-11,"SEFSC",2,"CTCCOB-150296",2026-05-05,"UTC",1992,4,11,102,00:00:00,NA,"POINT(-87.33333 30.16667)","CTCCOB-150296","CTCCOB-150296-2",NA
"198","CTCCOB",NA,37.1165,-76.12733333,1.27,20.41165665,"TL",NA,NA,2023-09-12,"SEFSC",1,"CTCCOB-447597",2026-05-05,"UTC",2023,9,12,255,00:00:00,NA,"POINT(-76.12733333 37.1165)","CTCCOB-447597","CTCCOB-447597-1",NA
